Age,Gender,Years at Address,Employment Status,Country,Current Debt,Postcode,Income,Housing,CCJs,Loan Amount,Outcome
60,F,6,Unemployed,UK,1490.0,GL8 8DR,36000.0,Mortgage,0,2912.0,Defaulted
65,F,10,Self Employed,UK,7840.0,GU51 4EY,48000.0,Own,0,35.0,Paid
44,M,10,Unemployed,UK,110.0,L23 6WG,21000.0,Own,0,5256.0,Paid
80,F,12,Employed,UK,5110.0,LA13 9BA,46500.0,Mortgage,0,16516.0,Paid
53,F,4,Self Employed,UK,6290.0,M16 8ET,38500.0,Rent,3,11454.0,Defaulted
25,F,8,Self Employed,UK,3960.0,N1 8AF,30500.0,Own,2,3895.0,Paid
64,F,24,Self Employed,UK,950.0,N10 1ED,29000.0,Own,0,15844.0,Paid
75,M,13,Self Employed,UK,3400.0,N19 4HJ,43000.0,Mortgage,2,8763.0,Defaulted
68,F,42,Employed,UK,100.0,N4 2SU,52000.0,Mortgage,0,26198.0,Defaulted
45,F,24,Unemployed,UK,7500.0,N4 4QU,48500.0,Rent,1,9990.0,Paid
43,F,24,Self Employed,UK,0.0,N8 7EP,24000.0,Own,0,7152.0,Paid
21,M,2,Unemployed,UK,220.0,N8 9LA,42500.0,Own,1,12888.0,Paid
43,M,14,Unemployed,UK,1380.0,NE2 4ND,49000.0,Own,2,43222.0,Defaulted
23,F,4,Employed,UK,210.0,NN14 4AL,49000.0,Own,2,10045.0,Paid
68,F,30,Unemployed,UK,750.0,NP16 6LX,35500.0,Own,0,13094.0,Paid
77,F,42,Employed,UK,570.0,NW6 2AT,49000.0,Mortgage,0,12656.0,Paid
86,F,42,Self Employed,UK,2710.0,NW6 3JJ,46000.0,Own,2,2729.0,Defaulted
40,F,8,Unemployed,UK,8310.0,NW6 4DW,38000.0,Mortgage,1,6237.0,Defaulted
47,F,17,Self Employed,UK,1830.0,PH2 7DG,41500.0,Rent,3,2419.0,Defaulted
84,F,42,Self Employed,UK,4800.0,PO6 2PN,52000.0,Own,0,32495.0,Paid
39,M,13,Unemployed,UK,9520.0,RH2 0AR,48000.0,Rent,2,18866.0,Defaulted
33,M,10,Self Employed,UK,8680.0,S32 1BA,51000.0,Mortgage,0,25970.0,Paid
22,M,4,Self Employed,UK,4830.0,SE1 3SU,45500.0,Own,1,9610.0,Paid
33,F,13,Self Employed,UK,3570.0,SE1 4TQ,31500.0,Own,1,22562.0,Defaulted
67,M,28,Self Employed,UK,10.0,SE8 4DU,52000.0,Own,0,28699.0,Defaulted
45,F,2,Unemployed,UK,4420.0,SL5 8DN,49000.0,Own,0,35694.0,Paid
77,M,34,Self Employed,UK,330.0,SL9 8LX,32500.0,Mortgage,0,23443.0,Defaulted
81,F,36,Employed,UK,1400.0,SO15 2HU,49000.0,Mortgage,0,4639.0,Paid
69,M,11,Self Employed,UK,0.0,SS9 1RS,52000.0,Mortgage,0,12758.0,Paid
46,M,8,Self Employed,UK,9170.0,ST5 8EQ,35000.0,Rent,0,12300.0,Paid
48,M,7,Unemployed,UK,690.0,SW12 8JL,23500.0,Own,2,8184.0,Defaulted
46,F,11,Self Employed,UK,400.0,SW13 9EY,42500.0,Rent,1,24909.0,Paid
80,F,25,Self Employed,UK,7040.0,SW14 7QA,45500.0,Mortgage,1,31037.0,Paid
71,F,2,Self Employed,UK,1400.0,SW17 7DX,44000.0,Mortgage,1,43029.0,Paid
26,F,6,Self Employed,UK,7000.0,SW1W 8RQ,52000.0,Own,0,43816.0,Paid
51,M,26,Self Employed,UK,3180.0,SW3 2JU,43000.0,Own,0,21276.0,Defaulted
43,F,21,Self Employed,UK,5170.0,TQ12 1QS,33000.0,Own,0,10696.0,Paid
34,F,5,Unemployed,UK,3880.0,W12 9HU,39500.0,Mortgage,1,28915.0,Paid
29,M,2,Self Employed,UK,2110.0,W14 0AJ,52000.0,Mortgage,3,38479.0,Defaulted
68,M,6,Unemployed,UK,5340.0,W14 0AJ,31000.0,Rent,2,21572.0,Defaulted
19,F,2,Unemployed,UK,3120.0,GY5 7JN,28500.0,Own,0,22479.0,Defaulted
84,M,21,Unemployed,UK,9810.0,SA3 1HA,21000.0,Own,0,4793.0,Defaulted
67,M,42,Employed,UK,1860.0,ME15 8QW,45000.0,Own,0,2148.0,Paid
61,M,9,Self Employed,UK,6410.0,EX16 4DS,52000.0,Mortgage,2,37846.0,Defaulted
68,M,16,Employed,UK,480.0,BT4 2RH,37000.0,Own,2,3000.0,Paid
19,M,2,Unemployed,UK,7350.0,N5 1ST,46500.0,Own,1,17791.0,Paid
43,M,10,Self Employed,UK,1790.0,KT22 0UT,49500.0,Mortgage,0,39247.0,Paid
46,M,26,Self Employed,UK,7920.0,TN12 0DE,42000.0,Own,0,23247.0,Paid
47,M,5,Unemployed,UK,3560.0,TD12 4NH,27000.0,Own,0,8699.0,Paid
27,M,8,Unemployed,UK,650.0,N17 8DB,49500.0,Rent,1,34001.0,Defaulted
88,F,20,Unemployed,UK,8940.0,OX5 2YE,46000.0,Mortgage,3,15045.0,Defaulted
50,F,13,Self Employed,UK,4060.0,BH13 7RG,33000.0,Mortgage,3,12555.0,Defaulted
73,F,38,Unemployed,UK,220.0,NP25 4QD,33500.0,Own,2,29870.0,Defaulted
19,M,2,Self Employed,UK,2380.0,IP4 2XD,21000.0,Own,3,8817.0,Defaulted
71,F,4,Self Employed,UK,280.0,SE25 4JD,42500.0,Own,0,7009.0,Paid
89,F,7,Self Employed,UK,2030.0,OX4 3NN,33000.0,Mortgage,1,12213.0,Paid
55,F,6,Self Employed,UK,3130.0,LU7 2TR,48000.0,Own,3,28652.0,Paid
84,M,42,Employed,UK,1730.0,OX1 3PG,30500.0,Own,0,5410.0,Paid
18,F,2,Self Employed,UK,370.0,BT23 6EP,21000.0,Own,0,2478.0,Paid
24,M,2,Unemployed,UK,80.0,EH39 4LZ,29500.0,Mortgage,1,18010.0,Paid
83,F,42,Self Employed,UK,200.0,BR1 4DW,29500.0,Mortgage,1,23172.0,Paid
51,M,10,Unemployed,UK,1720.0,EX14 9JY,32500.0,Own,3,13557.0,Defaulted
80,M,6,Self Employed,UK,9940.0,CM0 8DP,45500.0,Mortgage,0,19196.0,Paid
32,F,13,Self Employed,UK,2400.0,GY3 5HW,41500.0,Own,1,15147.0,Paid
72,M,42,Employed,UK,3410.0,IG10 1NS,21000.0,Own,3,8360.0,Defaulted
73,M,34,Self Employed,UK,2150.0,SE26 6UN,48000.0,Own,2,45516.0,Defaulted
82,F,42,Self Employed,UK,6100.0,BT17 0JB,37500.0,Mortgage,2,33225.0,Defaulted
77,F,2,Self Employed,UK,2240.0,BT23 5PL,49000.0,Mortgage,0,22937.0,Defaulted
76,F,7,Self Employed,UK,0.0,BT70 1PA,47000.0,Own,1,22921.0,Defaulted
52,F,17,Self Employed,UK,6080.0,YO62 5EY,35000.0,Rent,1,25171.0,Paid
49,F,3,Self Employed,UK,1790.0,BT29 4DU,39000.0,Mortgage,2,25163.0,Defaulted
84,F,42,Unemployed,UK,590.0,BT18 0EQ,35500.0,Mortgage,3,15581.0,Paid
19,M,2,Self Employed,UK,250.0,AB14 0RR,49000.0,Rent,1,39384.0,Paid
50,M,18,Employed,UK,70.0,NP25 5NL,49500.0,Own,0,23379.0,Paid
72,F,42,Unemployed,UK,0.0,BT20 5JR,47000.0,Own,0,44165.0,Paid
68,M,39,Self Employed,UK,4940.0,DL5 6GR,21000.0,Mortgage,2,274.0,Defaulted
84,F,7,Unemployed,UK,1230.0,B17 9JY,46000.0,Own,3,19059.0,Defaulted
54,F,33,Self Employed,UK,7970.0,BH23 4DY,21000.0,Own,0,11165.0,Paid
56,M,33,Unemployed,UK,3900.0,N5 1HZ,36000.0,Mortgage,0,10904.0,Paid
60,F,16,Unemployed,UK,2650.0,SA72 4UN,47000.0,Mortgage,0,13015.0,Paid
77,M,37,Self Employed,UK,3940.0,KT7 0BS,52000.0,Rent,2,26108.0,Defaulted
36,F,14,Self Employed,UK,0.0,DD3 8AZ,43000.0,Own,0,22764.0,Paid
85,M,42,Unemployed,UK,910.0,ST13 7RR,34500.0,Own,2,8313.0,Defaulted
39,F,11,Unemployed,UK,8380.0,BT20 5HR,51500.0,Own,0,10400.0,Paid
58,F,34,Self Employed,UK,890.0,SW18 3NN,48500.0,Own,1,21590.0,Paid
54,F,10,Unemployed,UK,0.0,W12 7EL,21000.0,Mortgage,0,9475.0,Paid
66,M,18,Self Employed,UK,530.0,SG3 6BG,52000.0,Own,0,4865.0,Paid
43,M,2,Self Employed,UK,5740.0,IP18 6EH,21000.0,Own,1,376.0,Paid
28,M,2,Employed,UK,3820.0,TN1 2BB,21000.0,Mortgage,0,1416.0,Defaulted
48,F,14,Unemployed,UK,6860.0,BT6 9QE,46500.0,Own,0,38420.0,Paid
40,M,42,Unemployed,UK,920.0,CM14 4NU,30000.0,Mortgage,0,17212.0,Defaulted
53,F,20,Self Employed,UK,10.0,IP13 7NZ,46500.0,Mortgage,3,13175.0,Defaulted
31,F,2,Unemployed,UK,1960.0,BT40 1UB,52000.0,Own,0,4512.0,Paid
82,M,9,Self Employed,UK,7170.0,LS29 9JE,31000.0,Rent,1,9170.0,Defaulted
56,F,35,Employed,UK,8190.0,DT9 3HN,27000.0,Own,0,23945.0,Defaulted
48,F,2,Self Employed,UK,2500.0,RH4 1HX,50000.0,Rent,1,30985.0,Paid
69,M,7,Self Employed,UK,60.0,BN6 9HL,39000.0,Own,0,29966.0,Paid
56,F,38,Self Employed,UK,5810.0,SY16 4NG,43500.0,Own,0,37431.0,Paid
78,M,17,Employed,UK,5270.0,GU32 1JG,36500.0,Own,0,25916.0,Paid
22,M,4,Self Employed,UK,170.0,TW11 0QE,22500.0,Own,1,15416.0,Paid
42,M,5,Unemployed,UK,4670.0,BT18 0AS,48000.0,Mortgage,3,6454.0,Defaulted
85,F,31,Unemployed,UK,7980.0,IP7 7AA,49000.0,Own,2,41080.0,Paid
81,M,42,Self Employed,UK,3510.0,BS9 4EQ,21000.0,Own,1,7579.0,Paid
22,M,4,Employed,UK,1340.0,BN11 1HF,36500.0,Own,2,9974.0,Paid
61,M,24,Self Employed,UK,7350.0,BT20 3RE,35000.0,Mortgage,0,3129.0,Paid
59,F,2,Self Employed,UK,5220.0,BT55 7AU,39000.0,Own,0,4701.0,Paid
37,M,6,Unemployed,UK,3770.0,BT71 7NJ,44000.0,Own,0,16946.0,Paid
26,M,6,Employed,UK,2360.0,CH6 5SD,49500.0,Own,0,26230.0,Defaulted
80,M,40,Unemployed,UK,8800.0,CT20 2JR,52000.0,Own,2,1142.0,Defaulted
29,F,12,Unemployed,UK,2280.0,DT10 1BX,46500.0,Own,2,5760.0,Defaulted
62,M,5,Self Employed,UK,5980.0,DT10 1LR,52000.0,Mortgage,3,645.0,Defaulted
39,M,18,Self Employed,UK,2730.0,EH48 2FF,52000.0,Mortgage,0,35749.0,Paid
58,M,20,Self Employed,UK,1270.0,FY8 5LW,24000.0,Rent,2,5164.0,Defaulted
85,M,18,Unemployed,UK,2070.0,GU34 1TP,24000.0,Own,0,9708.0,Defaulted
43,F,25,Self Employed,UK,2170.0,HR8 1AR,42500.0,Own,1,24779.0,Paid
29,F,10,Unemployed,UK,1580.0,IV2 3RB,52000.0,Rent,0,24502.0,Paid
42,M,17,Self Employed,UK,2410.0,KT13 0PS,51500.0,Own,0,34716.0,Paid
79,F,42,Unemployed,UK,330.0,LN4 1QB,42500.0,Own,1,13856.0,Paid
43,M,9,Self Employed,UK,9290.0,MK43 9DW,29500.0,Mortgage,0,5050.0,Defaulted
66,F,6,Self Employed,UK,7840.0,RH5 6BP,21000.0,Own,0,11187.0,Paid
48,F,5,Employed,UK,8060.0,TW9 3AT,43500.0,Mortgage,1,5283.0,Defaulted
71,M,24,Unemployed,UK,3700.0,WA16 7RJ,28500.0,Mortgage,1,18538.0,Defaulted
25,F,8,Unemployed,UK,740.0,BA2 7UJ,49500.0,Mortgage,0,39236.0,Defaulted
64,M,5,Self Employed,UK,4700.0,BH1 1JL,21000.0,Own,0,9842.0,Paid
66,M,8,Self Employed,UK,4760.0,BN11 3NG,21000.0,Mortgage,3,9257.0,Defaulted
61,M,35,Self Employed,UK,7350.0,BS23 3HL,21000.0,Own,0,1714.0,Paid
83,F,20,Unemployed,UK,8020.0,BT15 4GP,49500.0,Own,3,29880.0,Defaulted
19,F,2,Self Employed,UK,3290.0,BT16 1UA,45000.0,Own,3,18437.0,Paid
49,M,23,Employed,UK,3760.0,BT22 2NY,46500.0,Rent,0,44903.0,Paid
66,F,10,Unemployed,UK,5810.0,BT27 5LP,51000.0,Own,0,6514.0,Defaulted
28,M,2,Employed,UK,2360.0,BT34 5PQ,50500.0,Mortgage,0,31819.0,Defaulted
36,F,18,Self Employed,UK,4030.0,BT41 1HJ,44500.0,Own,0,38561.0,Paid
71,F,7,Employed,UK,1360.0,BT51 4XF,47500.0,Rent,3,14293.0,Defaulted
65,F,2,Self Employed,UK,580.0,BT6 0JA,52000.0,Mortgage,0,7884.0,Paid
31,F,9,Employed,UK,1930.0,BT60 4RG,41500.0,Mortgage,2,36367.0,Defaulted
30,M,11,Self Employed,UK,5900.0,BT9 5PY,38500.0,Own,0,17567.0,Paid
89,M,36,Unemployed,UK,2220.0,CH64 5TE,21000.0,Own,3,13110.0,Paid
28,F,2,Self Employed,UK,2260.0,CM1 4EP,35500.0,Rent,3,22006.0,Defaulted
45,M,10,Unemployed,UK,600.0,CV3 6EH,44000.0,Rent,0,4424.0,Paid
67,F,15,Self Employed,UK,9150.0,CV37 7PJ,32000.0,Mortgage,2,6175.0,Defaulted
29,F,2,Self Employed,UK,1070.0,DG2 9HW,21000.0,Own,2,5860.0,Defaulted
48,F,2,Self Employed,UK,1840.0,DH3 1RX,30000.0,Mortgage,3,3024.0,Defaulted
60,F,31,Retired,UK,7150.0,E2 0JW,52000.0,Own,0,22864.0,Defaulted
56,F,32,Self Employed,UK,0.0,E5 0RR,52000.0,Own,3,35471.0,Defaulted
55,M,31,Unemployed,UK,1480.0,EH7 5PX,43500.0,Mortgage,0,30669.0,Defaulted
84,F,42,Self Employed,UK,400.0,EX3 0NY,21000.0,Mortgage,2,13763.0,Defaulted
48,F,2,Self Employed,UK,5010.0,G12 9BD,50500.0,Own,2,35083.0,Defaulted
20,M,2,Self Employed,UK,4340.0,GL55 6AU,52000.0,Own,1,34963.0,Paid
51,F,9,Self Employed,UK,4410.0,GL6 6QN,48000.0,Own,0,19924.0,Paid
72,M,36,Unemployed,UK,1710.0,GU28 9DA,46500.0,Own,0,37505.0,Defaulted
46,F,20,Employed,UK,5930.0,HP14 4SZ,21000.0,Mortgage,0,5960.0,Paid
74,M,42,Unemployed,UK,9860.0,IP17 1BB,36000.0,Own,2,12609.0,Defaulted
41,F,5,Self Employed,UK,460.0,JE3 4FS,49500.0,Mortgage,2,4489.0,Defaulted
38,F,2,Unemployed,UK,1100.0,KT11 1BG,21000.0,Own,1,8275.0,Paid
79,M,42,Self Employed,UK,8360.0,KT18 7BW,21000.0,Mortgage,3,6315.0,Defaulted
89,F,19,Self Employed,UK,450.0,LA1 5EJ,40000.0,Mortgage,1,22093.0,Defaulted
45,F,14,Self Employed,UK,3890.0,LE15 8RS,28000.0,Mortgage,0,21474.0,Paid
60,M,35,Unemployed,UK,8240.0,LS29 9PE,21000.0,Own,0,9654.0,Defaulted
73,F,35,Self Employed,UK,1020.0,N10 1BU,24000.0,Own,2,21290.0,Defaulted
64,F,35,Unemployed,UK,8370.0,N4 1PB,46000.0,Mortgage,1,34096.0,Defaulted
58,M,33,Employed,UK,6660.0,NE30 4HA,52000.0,Own,3,5759.0,Paid
30,F,10,Unemployed,UK,6110.0,NE6 5YD,44500.0,Own,0,13273.0,Paid
82,M,42,Self Employed,UK,1040.0,NN15 6SS,50500.0,Mortgage,0,32204.0,Paid
20,M,3,Unemployed,UK,6620.0,NP20 4DB,52000.0,Mortgage,0,115.0,Defaulted
49,F,2,Self Employed,UK,830.0,PO18 8ET,30500.0,Rent,1,4751.0,Paid
23,F,5,Unemployed,UK,6310.0,RH14 0LN,21000.0,Own,1,9210.0,Paid
29,M,2,Self Employed,UK,110.0,RM1 3PB,41000.0,Own,0,19800.0,Paid
24,M,5,Self Employed,UK,8190.0,SE1 4TQ,21000.0,Own,2,8079.0,Defaulted
72,F,32,Unemployed,UK,0.0,SE13 5JE,52000.0,Rent,3,33236.0,Paid
27,M,6,Self Employed,UK,7160.0,SE22 9JS,48000.0,Mortgage,2,18536.0,Paid
61,F,18,Self Employed,UK,7390.0,SE5 0TQ,21000.0,Own,1,6693.0,Paid
38,M,21,Unemployed,UK,4520.0,SW2 5HN,21000.0,Mortgage,2,13930.0,Defaulted
24,M,6,Self Employed,UK,690.0,SW6 1RL,52000.0,Mortgage,3,10278.0,Defaulted
62,F,31,Self Employed,UK,2810.0,TA22 9EL,36000.0,Mortgage,0,26791.0,Defaulted
29,F,7,Self Employed,UK,3990.0,TN2 5EG,21000.0,Rent,3,1774.0,Defaulted
49,M,4,Self Employed,UK,4340.0,TQ8 8NF,50000.0,Own,1,26570.0,Defaulted
83,F,38,Unemployed,UK,1030.0,TW1 2EA,40500.0,Mortgage,2,18515.0,Defaulted
62,F,10,Employed,UK,1460.0,W10 6AL,21500.0,Own,0,15331.0,Paid
17,F,2,Self Employed,UK,0.0,W10 6ES,34500.0,Own,0,25799.0,Paid
48,F,11,Self Employed,UK,9240.0,W11 2DE,50000.0,Mortgage,0,55.0,Paid
29,F,4,Self Employed,UK,1600.0,W11 2LE,21000.0,Own,0,769.0,Paid
28,F,5,Self Employed,UK,500.0,WR6 6TA,52000.0,Mortgage,0,26772.0,Paid
46,F,27,Self Employed,UK,1960.0,YO21 2QL,42500.0,Mortgage,3,4396.0,Defaulted
41,F,7,Unemployed,UK,3590.0,SG12 7PW,51500.0,Mortgage,0,9380.0,Paid
33,M,9,Unemployed,UK,5790.0,JE3 6UE,52000.0,Mortgage,3,21848.0,Defaulted
79,M,32,Employed,UK,0.0,NW6 6DE,49000.0,Own,0,16350.0,Paid
24,F,5,Employed,UK,7060.0,SS1 3NR,42500.0,Mortgage,1,1048.0,Paid
32,M,14,Self Employed,UK,8500.0,W2 5RB,49500.0,Own,3,47992.0,Paid
82,M,42,Self Employed,UK,580.0,NR11 6NY,46500.0,Rent,3,2971.0,Defaulted
52,M,22,Self Employed,UK,5100.0,EH3 5EN,42000.0,Own,0,40788.0,Paid
59,M,37,Unemployed,UK,3400.0,SY14 7DQ,21000.0,Own,2,9202.0,Defaulted
67,M,42,Unemployed,UK,1000.0,IM4 7EG,34500.0,Mortgage,0,20360.0,Paid
23,M,6,Self Employed,UK,650.0,W10 6HG,22500.0,Mortgage,1,12614.0,Paid
70,F,42,Employed,UK,240.0,BA22 7HD,29500.0,Own,1,9026.0,Paid
47,F,27,Unemployed,UK,710.0,SP11 7RN,52000.0,Own,1,16151.0,Defaulted
35,F,14,Self Employed,UK,210.0,TR26 3DX,35500.0,Mortgage,3,23070.0,Defaulted
66,M,2,Self Employed,UK,1930.0,HG3 1EX,52000.0,Own,2,45667.0,Defaulted
19,M,2,Employed,UK,6650.0,KT7 0HZ,52000.0,Rent,1,52661.0,Defaulted
61,F,34,Self Employed,UK,8540.0,SW5 9TF,46500.0,Rent,1,17232.0,Paid
55,F,13,Unemployed,UK,510.0,SE1 4LY,47000.0,Rent,0,1103.0,Paid
78,F,9,Unemployed,UK,4710.0,GL6 6RG,46500.0,Own,0,22845.0,Paid
48,M,24,Self Employed,UK,9050.0,NW8 7LG,35000.0,Own,0,25761.0,Defaulted
86,M,8,Unemployed,UK,710.0,SW7 3AE,31000.0,Mortgage,0,23980.0,Paid
22,M,2,Self Employed,UK,160.0,RG7 1WY,21000.0,Own,0,2434.0,Paid
55,M,32,Self Employed,UK,4530.0,SW7 5PH,51500.0,Own,0,41804.0,Paid
82,F,29,Self Employed,UK,8480.0,LE6 0GX,50500.0,Rent,0,17915.0,Defaulted
72,M,37,Employed,UK,100.0,BT40 1DX,47500.0,Own,0,45561.0,Paid
45,M,2,Unemployed,UK,450.0,BT9 5PZ,28000.0,Rent,3,21750.0,Defaulted
22,F,2,Self Employed,UK,5780.0,GU10 3ND,42500.0,Mortgage,1,4649.0,Paid
88,F,38,Self Employed,UK,80.0,RG19 4RR,21000.0,Own,0,9770.0,Paid
23,M,2,Unemployed,UK,2810.0,SW11 5TY,46500.0,Mortgage,2,35765.0,Defaulted
72,F,10,Unemployed,UK,1440.0,SW6 3AH,31000.0,Own,0,23241.0,Paid
25,F,7,Unemployed,UK,10.0,RG8 7JQ,52000.0,Own,0,15015.0,Paid
29,M,10,Employed,UK,1120.0,OX13 5EP,35000.0,Mortgage,0,19555.0,Paid
43,F,21,Unemployed,UK,130.0,NG5 4FB,36500.0,Own,3,4904.0,Paid
68,M,42,Self Employed,UK,5610.0,CF24 3NW,34500.0,Own,1,23369.0,Defaulted
35,F,6,Employed,UK,7530.0,BT23 5NE,25000.0,Mortgage,1,3760.0,Paid
68,M,13,Self Employed,UK,1120.0,SW4 7QJ,38000.0,Rent,0,11277.0,Paid
41,M,15,Employed,UK,0.0,CT10 2SE,45000.0,Own,0,4537.0,Defaulted
44,M,15,Unemployed,UK,4070.0,FK6 5BW,29000.0,Own,1,22985.0,Paid
50,F,10,Self Employed,UK,130.0,NG18 4XB,21000.0,Mortgage,1,11179.0,Paid
33,M,4,Self Employed,UK,9980.0,SW6 5TL,46000.0,Own,0,19991.0,Defaulted
54,M,33,Unemployed,UK,2640.0,BT23 6RE,35500.0,Mortgage,1,23907.0,Paid
41,M,16,Self Employed,UK,8720.0,EH4 2DG,52000.0,Own,2,30255.0,Defaulted
79,M,34,Self Employed,UK,1590.0,JE2 7SE,44500.0,Own,0,33089.0,Paid
33,M,4,Employed,UK,4970.0,CV36 5HS,29500.0,Own,3,10010.0,Defaulted
79,F,10,Unemployed,UK,1040.0,WR13 5BE,39500.0,Own,2,25703.0,Defaulted
25,M,4,Self Employed,UK,2310.0,BT38 9AB,46000.0,Mortgage,1,24916.0,Paid
84,F,42,Self Employed,UK,850.0,CT2 8LS,31000.0,Own,1,2218.0,Paid
61,M,42,Self Employed,UK,10.0,SW5 9TF,47500.0,Own,1,1729.0,Paid
87,F,42,Self Employed,UK,4850.0,EN4 0HY,47000.0,Mortgage,0,43779.0,Paid
31,M,5,Self Employed,UK,970.0,SW12 9QE,43500.0,Rent,2,29795.0,Defaulted
34,F,12,Employed,UK,540.0,EH9 1ED,38000.0,Own,1,3577.0,Paid
63,M,42,Employed,UK,1490.0,LA2 8JT,48500.0,Mortgage,0,21215.0,Paid
38,F,20,Self Employed,UK,5610.0,NW10 3HP,48500.0,Mortgage,2,47300.0,Defaulted
34,M,3,Unemployed,UK,2490.0,HP13 5PX,30000.0,Own,0,13667.0,Paid
58,F,18,Employed,UK,2270.0,BT77 0BE,49500.0,Mortgage,1,24549.0,Paid
80,F,42,Self Employed,UK,4400.0,GL55 6SL,36500.0,Own,2,2294.0,Defaulted
80,F,42,Unemployed,UK,3410.0,IM8 3NA,37500.0,Own,1,4050.0,Paid
28,M,7,Unemployed,UK,110.0,BR3 3LP,50000.0,Own,0,45385.0,Paid
65,F,32,Self Employed,UK,1090.0,SW6 6NS,52000.0,Own,0,43416.0,Paid
43,M,7,Unemployed,UK,330.0,SW12 8TZ,21500.0,Own,2,12059.0,Defaulted
43,F,12,Employed,UK,4410.0,EN2 7LH,23500.0,Own,2,14934.0,Defaulted
24,M,2,Unemployed,UK,10.0,IP21 4AD,52000.0,Mortgage,1,2147.0,Paid
39,M,19,Self Employed,UK,7060.0,EH49 6NJ,28000.0,Mortgage,0,5889.0,Paid
76,F,42,Employed,UK,5700.0,BA2 7NE,40000.0,Own,0,15748.0,Paid
44,M,24,Self Employed,UK,1770.0,AL1 4DD,51500.0,Own,2,48690.0,Defaulted
84,M,42,Self Employed,UK,1160.0,B94 6PT,36500.0,Own,3,24883.0,Defaulted
29,F,3,Self Employed,UK,300.0,CO7 8PJ,21000.0,Own,1,12198.0,Paid
57,F,31,Self Employed,UK,8490.0,CT8 8PR,44000.0,Own,2,41805.0,Defaulted
38,M,2,Unemployed,UK,6340.0,GU23 6HD,45500.0,Own,2,14626.0,Defaulted
19,M,2,Self Employed,UK,80.0,SK9 4LH,26500.0,Rent,3,13298.0,Defaulted
31,M,13,Self Employed,UK,3490.0,CH48 2HW,32500.0,Mortgage,2,16794.0,Defaulted
89,F,38,Self Employed,UK,40.0,BD23 5NQ,44500.0,Mortgage,3,2081.0,Defaulted
25,F,4,Unemployed,UK,8980.0,E9 7DN,51500.0,Own,2,13533.0,Paid
35,F,7,Unemployed,UK,2760.0,NP7 7BQ,39500.0,Mortgage,1,12733.0,Defaulted
44,F,3,Self Employed,UK,4200.0,RH20 2DW,40000.0,Rent,0,7676.0,Paid
51,F,2,Unemployed,UK,0.0,RG10 9PB,30500.0,Own,3,20144.0,Paid
82,F,32,Unemployed,UK,6200.0,IM2 1PN,46500.0,Rent,3,2704.0,Defaulted
84,F,14,Self Employed,UK,1040.0,N6 5LL,47000.0,Own,2,29753.0,Paid
60,F,25,Self Employed,UK,6230.0,BR2 8QL,31500.0,Own,1,25022.0,Paid
44,F,7,Self Employed,UK,5560.0,ST18 0AH,21500.0,Mortgage,0,21396.0,Paid
78,M,16,Self Employed,UK,290.0,CV22 6NP,52000.0,Own,2,7987.0,Defaulted
42,F,4,Self Employed,UK,1900.0,DA13 0QA,48500.0,Own,2,2929.0,Defaulted
73,F,24,Unemployed,UK,40.0,PE32 1AQ,36000.0,Own,1,29428.0,Paid
62,F,29,Self Employed,UK,3460.0,RH19 3XG,47000.0,Mortgage,0,31418.0,Paid
77,M,42,Unemployed,UK,2520.0,CF23 6NE,51000.0,Mortgage,0,32382.0,Defaulted
53,F,18,Self Employed,UK,1420.0,W12 9HT,48000.0,Own,0,22975.0,Paid
34,M,10,Unemployed,UK,890.0,HR1 1DT,37000.0,Own,0,20762.0,Paid
76,M,34,Employed,UK,4700.0,W12 8LX,49000.0,Mortgage,0,25572.0,Paid
18,F,2,Unemployed,UK,4740.0,OX15 5EH,51000.0,Mortgage,0,43265.0,Defaulted
50,M,21,Self Employed,UK,240.0,IP22 1BE,42000.0,Own,0,2960.0,Defaulted
68,M,3,Self Employed,UK,8350.0,N1 5HN,47000.0,Rent,1,30228.0,Paid
58,M,31,Self Employed,UK,9690.0,GL52 5LY,39000.0,Own,0,1717.0,Defaulted
75,F,42,Unemployed,UK,3230.0,EH10 4DE,43500.0,Own,0,38107.0,Paid
76,M,3,Self Employed,UK,1440.0,G13 1GF,21500.0,Own,0,5087.0,Paid
47,M,21,Self Employed,UK,7760.0,CM16 4NH,36500.0,Mortgage,1,16498.0,Paid
21,F,4,Employed,UK,630.0,CM11 2XA,43500.0,Mortgage,1,4836.0,Paid
44,M,23,Self Employed,UK,2050.0,HG2 9BY,21000.0,Own,0,3608.0,Paid
64,M,11,Unemployed,UK,9830.0,PE8 6NP,40000.0,Own,2,18502.0,Defaulted
44,M,5,Self Employed,UK,9420.0,BB6 7TS,21000.0,Own,1,707.0,Defaulted
80,M,41,Employed,UK,0.0,BA4 4JQ,35000.0,Mortgage,2,17098.0,Paid
70,F,4,Employed,UK,10.0,TQ7 2HU,27500.0,Own,0,5101.0,Paid
57,M,37,Self Employed,UK,60.0,WA15 0JR,50000.0,Own,0,38141.0,Paid
76,F,42,Self Employed,UK,810.0,BA2 8BB,42000.0,Own,2,18146.0,Defaulted
46,M,2,Self Employed,UK,2300.0,NG22 8TX,29500.0,Mortgage,1,8007.0,Defaulted
54,F,9,Unemployed,UK,2420.0,SA43 2LE,41000.0,Mortgage,0,10891.0,Paid
